cliente_id,x,y,peso_kg,nombre,telefono,direccion
LimaCentro-40,-77.006907,-12.065372,21,Cliente LimaCentro-40,922063793,"San Luis, Lima"
LimaCentro-41,-77.016122,-12.138664,6,Cliente LimaCentro-41,955070970,"Miraflores, Lima"
LimaCentro-42,-76.989174,-12.081359,22,Cliente LimaCentro-42,938387068,"San Borja, Lima"
LimaCentro-43,-77.037167,-12.057877,25,Cliente LimaCentro-43,932876031,"Lima, Lima"
LimaCentro-44,-77.008508,-12.063384,14,Cliente LimaCentro-44,912115907,"La Victoria, Lima"
LimaCentro-45,-77.05891,-12.086737,4,Cliente LimaCentro-45,938777451,"San Isidro, Lima"
LimaCentro-46,-77.009683,-12.111576,2,Cliente LimaCentro-46,995335341,"San Isidro, Lima"
LimaCentro-47,-76.988651,-12.073612,8,Cliente LimaCentro-47,973561294,"San Luis, Lima"
LimaCentro-48,-77.032749,-12.086733,13,Cliente LimaCentro-48,946738896,"Lince, Lima"
LimaCentro-49,-77.007105,-12.135218,19,Cliente LimaCentro-49,943983487,"Miraflores, Lima"
LimaCentro-50,-77.012973,-12.148888,21,Cliente LimaCentro-50,960837322,"Barranco, Lima"
LimaCentro-51,-77.043581,-12.081634,7,Cliente LimaCentro-51,985196021,"Jesus Maria, Lima"
LimaCentro-52,-77.048919,-12.044255,14,Cliente LimaCentro-52,951184463,"Rimac, Lima"
LimaCentro-53,-77.042216,-12.079933,23,Cliente LimaCentro-53,932583738,"Jesus Maria, Lima"
LimaCentro-54,-77.028228,-12.083184,10,Cliente LimaCentro-54,958208457,"Lince, Lima"
LimaCentro-55,-77.011161,-12.094407,20,Cliente LimaCentro-55,962720245,"San Borja, Lima"
LimaCentro-56,-77.075178,-12.090767,10,Cliente LimaCentro-56,963849678,"Magdalena Del Mar, Lima"
LimaCentro-57,-77.025458,-12.013255,9,Cliente LimaCentro-57,948163919,"Rimac, Lima"
LimaCentro-58,-76.976353,-12.099945,17,Cliente LimaCentro-58,988324907,"Santiago De Surco, Lima"
LimaCentro-59,-77.014606,-12.107269,3,Cliente LimaCentro-59,967302446,"Surquillo, Lima"
LimaCentro-60,-77.009431,-12.067739,12,Cliente LimaCentro-60,994498285,"La Victoria, Lima"
LimaCentro-61,-77.093786,-12.078248,8,Cliente LimaCentro-61,991375882,"San Miguel, Lima"
LimaCentro-62,-77.059476,-12.088417,16,Cliente LimaCentro-62,964426549,"Magdalena Del Mar, Lima"
LimaCentro-63,-77.062503,-12.101294,17,Cliente LimaCentro-63,985688332,"Magdalena Del Mar, Lima"
LimaCentro-64,-77.06953,-12.10104,7,Cliente LimaCentro-64,917631840,"Magdalena Del Mar, Lima"
LimaCentro-65,-77.002169,-12.112994,17,Cliente LimaCentro-65,947831378,"Surquillo, Lima"
LimaCentro-66,-77.019521,-12.083693,17,Cliente LimaCentro-66,974118354,"La Victoria, Lima"
LimaCentro-67,-77.075804,-12.084365,12,Cliente LimaCentro-67,952814930,"Magdalena Del Mar, Lima"
LimaCentro-68,-77.041312,-12.013361,2,Cliente LimaCentro-68,964227093,"Rimac, Lima"
LimaCentro-69,-77.002504,-12.090124,2,Cliente LimaCentro-69,937552622,"La Victoria, Lima"
LimaCentro-70,-77.001061,-12.083034,22,Cliente LimaCentro-70,967258826,"San Luis, Lima"
LimaCentro-71,-76.980908,-12.091833,12,Cliente LimaCentro-71,985064823,"San Borja, Lima"
LimaCentro-72,-77.002784,-12.128582,8,Cliente LimaCentro-72,970695136,"Miraflores, Lima"
LimaCentro-73,-77.04215,-12.079693,13,Cliente LimaCentro-73,962251907,"Lince, Lima"
LimaCentro-74,-77.031778,-12.089183,25,Cliente LimaCentro-74,943764581,"Lince, Lima"
LimaCentro-75,-76.998777,-12.07015,22,Cliente LimaCentro-75,920157180,"San Luis, Lima"
